"","Collection_Timestamp","Result","Units","Start_36hr_Period","Mean_Water_Temp","Total_Precipitation","log_transformed","sqrt_transformed","ln_transformed"
"50","2013-04-18 09:10:00",358,"µS/cm","2013-04-16 21:10:00",5.94479166666661,7.8,2.55388302664387,18.9208879284245,5.8805329864007
"51","2013-05-16 09:20:00",643,"µS/cm","2013-05-14 21:20:00",10.95,0.4,2.80821097292422,25.3574446662119,6.46614472423762
"52","2013-06-17 09:45:00",662,"µS/cm","2013-06-15 21:45:00",15.0499999999997,10.8,2.8208579894397,25.7293606605372,6.49526555593701
"53","2013-07-09 09:20:00",636,"µS/cm","2013-07-07 21:20:00",17.6520833333333,0.6,2.80345711564841,25.219040425837,6.45519856334012
"54","2013-07-09 09:20:00",636,"µS/cm","2013-07-07 21:20:00",17.6520833333333,0.6,2.80345711564841,25.219040425837,6.45519856334012
"55","2013-08-13 09:30:00",701,"µS/cm","2013-08-11 21:30:00",15.9833333333333,2,2.84571801796666,26.4764045897475,6.55250788703459
"56","2013-09-16 09:35:00",692,"µS/cm","2013-09-14 21:35:00",14.5572916666667,1.2,2.84010609445676,26.3058928759318,6.53958595561767
"57","2013-10-22 09:30:00",641,"µS/cm","2013-10-20 21:30:00",10.6666666666666,15.6,2.80685802951882,25.3179778023443,6.46302945692067
"58","2014-04-08 14:30:00",526,"µS/cm","2014-04-07 02:30:00",2.46666550917913,15.4,2.72098574415374,22.9346898823594,6.26530121273771
"59","2014-05-01 11:50:00",563,"µS/cm","2014-04-29 23:50:00",7.12291666666674,14,2.75050839485135,23.7276210354093,6.33327962813969
"60","2014-05-12 09:40:00",648,"µS/cm","2014-05-10 21:40:00",12.2749999999999,0,2.81157500587059,25.4558441227157,6.47389069635227
"61","2016-09-19 09:20:00",749,"µS/cm","2016-09-17 21:20:00",15.9333334166667,0,2.87448181769947,27.367864366808,6.61873898351722
"62","2016-11-28 09:30:00",753,"µS/cm","2016-11-26 21:30:00",4.9250000000001,1.6,2.8767949762007,27.4408454680245,6.62406522779989
"63","2017-04-25 10:10:00",625,"µS/cm","2017-04-23 22:10:00",9.125,14.4,2.79588001734408,25,6.4377516497364
"64","2017-05-15 09:30:00",669,"µS/cm","2017-05-13 21:30:00",10.5489583333333,0,2.82542611776782,25.8650343127551,6.50578406012823
"65","2017-06-15 09:35:00",727,"µS/cm","2017-06-13 21:35:00",16.5885416562499,0.2,2.86153441085904,26.9629375254255,6.58892647753352
"66","2017-07-24 09:50:00",727,"µS/cm","2017-07-22 21:50:00",17.4499998020833,1,2.86153441085904,26.9629375254255,6.58892647753352
"67","2017-08-31 09:35:00",721,"µS/cm","2017-08-29 21:35:00",15.5958333333333,0.4,2.85793526471943,26.8514431641951,6.58063913728495
"68","2017-09-20 09:40:00",740,"µS/cm","2017-09-18 21:40:00",15.8458333541667,1,2.86923171973098,27.2029410174709,6.60665018619822
"69","2017-10-18 09:30:00",748,"µS/cm","2017-10-16 21:30:00",11.7052083333334,0,2.87390159786446,27.3495886623547,6.61740297797448
"70","2017-11-06 09:10:00",707,"µS/cm","2017-11-04 21:10:00",8.25520833333336,0,2.8494194137969,26.5894716006167,6.56103066589657
"71","2018-04-09 09:50:00",886,"µS/cm","2018-04-07 21:50:00",1.3,0,2.94743372188705,29.7657521322744,6.78671695060508
"72","2018-05-14 09:40:00",689,"µS/cm","2018-05-12 21:40:00",10.8875,0,2.83821922190763,26.2488094968134,6.53524127101366
"73","2018-06-19 09:40:00",724,"µS/cm","2018-06-17 21:40:00",16.5937497916667,3.2,2.85973856619715,26.9072480941474,6.58479139238572
"74","2018-07-23 08:45:00",708,"µS/cm","2018-07-21 20:45:00",17.6875,13.6,2.85003325768977,26.6082693913001,6.56244409369372
"75","2018-08-27 09:15:00",727,"µS/cm","2018-08-25 21:15:00",17.597916375,16,2.86153441085904,26.9629375254255,6.58892647753352
"76","2018-09-10 10:10:00",745,"µS/cm","2018-09-08 22:10:00",16.3145835208333,17,2.87215627274829,27.2946881279124,6.61338421837956
"77","2018-10-22 09:30:00",735,"µS/cm","2018-10-20 21:30:00",8.65697569444405,0,2.8662873390842,27.1108834234519,6.59987049921284
"78","2018-11-27 09:25:00",657,"µS/cm","2018-11-25 21:25:00",2.59166666666667,44.8,2.81756536955978,25.6320112359526,6.48768401848461
"79","2019-04-10 09:25:00",590,"µS/cm","2019-04-08 21:25:00",3.725,0,2.77085201164214,24.2899156029822,6.38012253689976
"80","2022-06-06 09:30:00",748,"µS/cm","2022-06-04 21:30:00",14.1879918810758,4.2,2.87390159786446,27.3495886623547,6.61740297797448
"81","2022-07-04 08:50:00",745,"µS/cm","2022-07-02 20:50:00",17.856007265624,0,2.87215627274829,27.2946881279124,6.61338421837956
"82","2022-08-03 09:15:00",739,"µS/cm","2022-08-01 21:15:00",18.6120949843758,7.4,2.86864443839483,27.1845544381364,6.6052979209482
"83","2022-09-14 09:45:00",734,"µS/cm","2022-09-12 21:45:00",15.1501078706574,0.8,2.86569605991607,27.0924343682881,6.59850902861452
"84","2022-10-04 09:45:00",772,"µS/cm","2022-10-02 21:45:00",8.93650900347281,0,2.88761730033574,27.7848879788996,6.64898455002478
"85","2022-11-07 09:30:00",782,"µS/cm","2022-11-05 21:30:00",11.0288683263892,2.6,2.89320675305985,27.9642629082191,6.66185474054531
